ChrA,StartA,EndA,ChrB,StartB,EndB,Ncontact
chr10,68230000,68240000,chr10,68270000,68280000,2.5
chr4,154930000,154940000,chr4,154940000,154950000,2.5
chr8,81760000,81770000,chr8,81780000,81790000,2.5
chr13,30740000,30750000,chr13,30830000,30840000,2.5
chr6,31150000,31160000,chr6,31170000,31180000,2.5
chr5,64490000,64500000,chr5,64800000,64810000,2.5
chr14,52240000,52250000,chr14,52250000,52260000,2.5
chr10,121470000,121480000,chr10,121500000,121510000,2.5
chr7,102260000,102270000,chr7,102410000,102420000,2.5
chr10,118080000,118090000,chr10,118100000,118110000,2.5
chr10,118080000,118090000,chr10,118090000,118100000,2.5
chr7,114270000,114280000,chr7,114310000,114320000,2.5
chr19,11490000,11500000,chr19,11520000,11530000,2.5
chr7,122940000,122950000,chr7,122960000,122970000,2.5
chr7,125480000,125490000,chr7,125490000,125500000,2.5
chr1,60870000,60880000,chr1,60940000,60950000,2.5
chr10,98870000,98880000,chr10,98910000,98920000,2.5
chr6,31150000,31160000,chr6,31200000,31210000,2.5
chr3,106440000,106450000,chr3,106460000,106470000,2.5
chr12,44200000,44210000,chr12,44210000,44220000,2.5
chr8,13600000,13610000,chr8,13660000,13670000,2.5
chr8,13980000,13990000,chr8,13990000,14000000,2.5
chr5,65920000,65930000,chr5,65950000,65960000,2.5
chr3,115670000,115680000,chr3,115790000,115800000,2.5
chr3,115670000,115680000,chr3,115710000,115720000,2.5
chr10,93070000,93080000,chr10,93120000,93130000,2.5
chr8,34140000,34150000,chr8,34160000,34170000,2.5
chr8,88690000,88700000,chr8,88700000,88710000,2.5
chr5,64680000,64690000,chr5,64810000,64820000,2.5
chr14,121950000,121960000,chr14,121960000,121970000,2.5
chr14,122050000,122060000,chr14,122060000,122070000,2.5
chr8,106560000,106570000,chr8,106640000,106650000,2.5
chr1,127230000,127240000,chr1,127290000,127300000,2.5
chr3,89170000,89180000,chr3,89190000,89200000,2.5
chr9,116330000,116340000,chr9,116340000,116350000,2.5
chr16,23230000,23240000,chr16,23250000,23260000,2.5
chr9,32940000,32950000,chr9,32960000,32970000,2.5
chr16,23220000,23230000,chr16,23250000,23260000,2.5
chr9,44020000,44030000,chr9,44030000,44040000,2.5
chr9,44530000,44540000,chr9,44540000,44550000,2.5
chr3,35720000,35730000,chr3,35750000,35760000,2.5
chr4,121190000,121200000,chr4,121210000,121220000,2.5
chr9,45990000,46000000,chr9,46010000,46020000,2.5
chr15,100440000,100450000,chr15,100460000,100470000,2.5
chr13,24610000,24620000,chr13,24680000,24690000,2.5
chr4,108310000,108320000,chr4,108320000,108330000,2.5
chr9,64810000,64820000,chr9,64820000,64830000,2.5
chr9,114410000,114420000,chr9,114420000,114430000,2.5
chr4,108300000,108310000,chr4,108320000,108330000,2.5
chr13,23530000,23540000,chr13,23570000,23580000,2.5
chr1,193240000,193250000,chr1,193260000,193270000,2.5
chr1,127210000,127220000,chr1,127290000,127300000,2.5
chr9,69290000,69300000,chr9,69310000,69320000,2.5
chr13,21930000,21940000,chr13,22020000,22030000,2.5
chr15,81460000,81470000,chr15,81580000,81590000,2.5
chr10,12800000,12810000,chr10,12840000,12850000,2.5
chr1,92050000,92060000,chr1,92060000,92070000,2.5
chr16,46010000,46020000,chr16,46020000,46030000,2.5
chr9,32690000,32700000,chr9,32930000,32940000,2.5
chr4,150540000,150550000,chr4,150580000,150590000,2.5
chr12,84760000,84770000,chr12,84770000,84780000,2.5
chr4,149850000,149860000,chr4,149950000,149960000,2.5
chr4,149700000,149710000,chr4,149710000,149720000,2.5
chr19,29410000,29420000,chr19,29450000,29460000,2.5
chr17,66110000,66120000,chr17,66120000,66130000,2.5
chr1,134050000,134060000,chr1,134090000,134100000,2.5
chr8,122930000,122940000,chr8,123040000,123050000,2.5
chr12,86800000,86810000,chr12,86830000,86840000,2.5
chr1,180330000,180340000,chr1,180360000,180370000,2.5
chr10,19100000,19110000,chr10,19120000,19130000,2.5
chr3,21960000,21970000,chr3,21980000,21990000,2.5
chr15,6570000,6580000,chr15,6620000,6630000,2.5
chr10,18960000,18970000,chr10,19000000,19010000,2.5
chr10,18950000,18960000,chr10,19010000,19020000,2.5
chr10,17720000,17730000,chr10,17770000,17780000,2.5
chr9,32590000,32600000,chr9,32630000,32640000,2.5
chr9,32590000,32600000,chr9,32730000,32740000,2.5
chr9,32590000,32600000,chr9,32920000,32930000,2.5
chr3,93540000,93550000,chr3,93590000,93600000,2.5
chr9,32650000,32660000,chr9,32660000,32670000,2.5
chr2,154600000,154610000,chr2,154650000,154660000,2.5
chr5,73230000,73240000,chr5,73250000,73260000,2.5
chr11,115480000,115490000,chr11,115530000,115540000,2.5
chr19,11430000,11440000,chr19,11480000,11490000,2.5
chr7,19660000,19670000,chr7,19710000,19720000,2.5
chr6,99260000,99270000,chr6,99380000,99390000,2.5
chr19,5810000,5820000,chr19,5870000,5880000,2.5
chr11,96770000,96780000,chr11,96830000,96840000,2.5
chr11,34500000,34510000,chr11,34770000,34780000,2.5
chr6,70820000,70830000,chr6,70840000,70850000,2.5
chr6,56900000,56910000,chr6,56920000,56930000,2.5
chr18,12160000,12170000,chr18,12230000,12240000,2.5
chr11,32000000,32010000,chr11,32010000,32020000,2.5
chr5,146780000,146790000,chr5,146790000,146800000,2.5
chr4,40830000,40840000,chr4,40850000,40860000,2.5
chr6,54760000,54770000,chr6,54810000,54820000,2.5
chr13,51760000,51770000,chr13,51790000,51800000,2.5
chr11,103170000,103180000,chr11,103260000,103270000,2.5
chr7,19300000,19310000,chr7,19360000,19370000,2.5
chr11,46300000,46310000,chr11,46310000,46320000,2.5
chr1,60740000,60750000,chr1,60860000,60870000,2.5
chr11,46340000,46350000,chr11,46360000,46370000,2.5
chr3,142490000,142500000,chr3,142620000,142630000,2.5
chr3,142560000,142570000,chr3,142580000,142590000,2.5
chr7,16290000,16300000,chr7,16300000,16310000,2.5
chr18,56440000,56450000,chr18,56460000,56470000,2.5
chr2,104840000,104850000,chr2,104850000,104860000,2.5
chr6,113660000,113670000,chr6,113670000,113680000,2.5
chr18,84850000,84860000,chr18,84870000,84880000,2.5
chr11,54700000,54710000,chr11,54860000,54870000,2.5
chr6,129180000,129190000,chr6,129210000,129220000,2.5
chr11,69070000,69080000,chr11,69110000,69120000,2.5
chr6,129280000,129290000,chr6,129300000,129310000,2.5
chr11,54800000,54810000,chr11,54840000,54850000,2.5
chr13,109820000,109830000,chr13,109830000,109840000,2.5
chr5,105680000,105690000,chr5,105690000,105700000,2.5
chr2,13680000,13690000,chr2,13760000,13770000,2.5
chr4,40680000,40690000,chr4,40700000,40710000,2.5
chr2,11640000,11650000,chr2,11680000,11690000,2.5
chr11,99190000,99200000,chr11,99200000,99210000,2.5
chr4,32330000,32340000,chr4,32340000,32350000,2.5
chr4,32380000,32390000,chr4,32420000,32430000,2.5
chr13,114840000,114850000,chr13,114890000,114900000,2.5
chr11,4230000,4240000,chr11,4250000,4260000,2.5
chr4,32280000,32290000,chr4,32290000,32300000,2.5
chr2,29090000,29100000,chr2,29120000,29130000,2.5
chr4,32250000,32260000,chr4,32290000,32300000,2.5
chr7,75600000,75610000,chr7,75610000,75620000,2.5
chr11,3330000,3340000,chr11,3400000,3410000,2.5
chr11,118290000,118300000,chr11,118410000,118420000,2.5
chr6,48680000,48690000,chr6,48720000,48730000,2.5
chr7,73520000,73530000,chr7,73600000,73610000,2.5
chr7,73520000,73530000,chr7,73590000,73600000,2.5
chr5,96910000,96920000,chr5,96980000,96990000,2.5
chr10,128490000,128500000,chr10,128530000,128540000,2.5
chr2,119020000,119030000,chr2,119040000,119050000,2.5
chr3,131140000,131150000,chr3,131160000,131170000,2.5
chr1,52000000,52010000,chr1,52100000,52110000,2.5
chr19,11480000,11490000,chr19,11530000,11540000,2.5
chr6,31180000,31190000,chr6,31200000,31210000,2.5
chr6,31190000,31200000,chr6,31220000,31230000,2.5
chr11,70520000,70530000,chr11,70640000,70650000,2.0
chr11,79620000,79630000,chr11,79700000,79710000,2.0
chr11,70520000,70530000,chr11,70660000,70670000,2.0
chr3,21970000,21980000,chr3,22040000,22050000,2.0
chr10,12860000,12870000,chr10,12880000,12890000,2.0
chr1,132000000,132010000,chr1,132010000,132020000,2.0
chr13,51760000,51770000,chr13,51810000,51820000,2.0
chr10,18950000,18960000,chr10,19000000,19010000,2.0
chr13,43260000,43270000,chr13,43300000,43310000,2.0
chr11,69260000,69270000,chr11,69360000,69370000,2.0
chr9,96350000,96360000,chr9,96360000,96370000,2.0
chr10,19010000,19020000,chr10,19060000,19070000,2.0
chr11,69260000,69270000,chr11,69320000,69330000,2.0
chr10,19110000,19120000,chr10,19120000,19130000,2.0
chr13,23560000,23570000,chr13,23570000,23580000,2.0
chr13,46690000,46700000,chr13,46720000,46730000,2.0
chr2,9590000,9600000,chr2,9690000,9700000,2.0
chr9,120030000,120040000,chr9,120070000,120080000,2.0
chr13,44730000,44740000,chr13,44790000,44800000,2.0
chr9,114440000,114450000,chr9,114490000,114500000,2.0
