ChrA,StartA,EndA,ChrB,StartB,EndB,Ncontact
chr11,6580000,6590000,chr11,6600000,6610000,55.5
chr1,108500000,108510000,chr1,108510000,108520000,55.5
chr13,102470000,102480000,chr13,102480000,102490000,54.5
chr8,129350000,129360000,chr8,129360000,129370000,54.0
chr3,115370000,115380000,chr3,115380000,115390000,54.0
chr6,87450000,87460000,chr6,87460000,87470000,52.5
chr15,6540000,6550000,chr15,6550000,6560000,52.5
chr12,104560000,104570000,chr12,104570000,104580000,51.5
chr9,32300000,32310000,chr9,32310000,32320000,51.0
chr4,149070000,149080000,chr4,149080000,149090000,50.5
chr4,150170000,150180000,chr4,150180000,150190000,50.5
chr9,43830000,43840000,chr9,43840000,43850000,50.0
chr10,13680000,13690000,chr10,13700000,13710000,50.0
chr12,108360000,108370000,chr12,108370000,108380000,49.5
chr19,53490000,53500000,chr19,53530000,53540000,49.5
chr8,74860000,74870000,chr8,74870000,74880000,49.5
chr17,80560000,80570000,chr17,80570000,80580000,49.5
chr4,6810000,6820000,chr4,6820000,6830000,49.0
chr2,127140000,127150000,chr2,127150000,127160000,48.5
chr10,98700000,98710000,chr10,98720000,98730000,48.5
chr1,140070000,140080000,chr1,140080000,140090000,48.0
chr19,11500000,11510000,chr19,11510000,11520000,48.0
chr8,73190000,73200000,chr8,73220000,73230000,48.0
chr13,24700000,24710000,chr13,24710000,24720000,48.0
chr5,65190000,65200000,chr5,65200000,65210000,47.5
chr11,96840000,96850000,chr11,96850000,96860000,47.5
chr9,107190000,107200000,chr9,107240000,107250000,46.5
chr6,72900000,72910000,chr6,72910000,72920000,46.5
chr14,28210000,28220000,chr14,28220000,28230000,46.5
chr13,51860000,51870000,chr13,51880000,51890000,46.0
chr3,106250000,106260000,chr3,106260000,106270000,46.0
chr17,47640000,47650000,chr17,47650000,47660000,46.0
chr4,6890000,6900000,chr4,6900000,6910000,45.5
chr5,147870000,147880000,chr5,147880000,147890000,45.5
chr14,122350000,122360000,chr14,122360000,122370000,45.5
chr8,125520000,125530000,chr8,125530000,125540000,45.0
chr12,35670000,35680000,chr12,35700000,35710000,45.0
chr7,82830000,82840000,chr7,82840000,82850000,45.0
chr9,61520000,61530000,chr9,61550000,61560000,45.0
chr14,122330000,122340000,chr14,122340000,122350000,45.0
chr4,115680000,115690000,chr4,115690000,115700000,45.0
chr10,96080000,96090000,chr10,96090000,96100000,44.5
chr1,140040000,140050000,chr1,140050000,140060000,44.5
chr7,16880000,16890000,chr7,16890000,16900000,43.5
chr14,32210000,32220000,chr14,32240000,32250000,43.0
chr13,110610000,110620000,chr13,110620000,110630000,43.0
chr2,156940000,156950000,chr2,156950000,156960000,43.0
chr9,107190000,107200000,chr9,107210000,107220000,43.0
chr19,53490000,53500000,chr19,53500000,53510000,42.5
chr9,61510000,61520000,chr9,61550000,61560000,42.5
chr6,99320000,99330000,chr6,99330000,99340000,42.5
chr7,82740000,82750000,chr7,82750000,82760000,42.5
chr10,19300000,19310000,chr10,19310000,19320000,42.5
chr13,108610000,108620000,chr13,108620000,108630000,42.0
chr2,93290000,93300000,chr2,93300000,93310000,42.0
chr16,51670000,51680000,chr16,51690000,51700000,41.5
chr2,172900000,172910000,chr2,172910000,172920000,41.0
chr11,96300000,96310000,chr11,96320000,96330000,41.0
chr18,65470000,65480000,chr18,65480000,65490000,40.5
chr12,111730000,111740000,chr12,111740000,111750000,40.5
chr16,91460000,91470000,chr16,91480000,91490000,40.0
chr17,34100000,34110000,chr17,34110000,34120000,40.0
chr18,56600000,56610000,chr18,56610000,56620000,40.0
chr3,103590000,103600000,chr3,103610000,103620000,40.0
chr19,53510000,53520000,chr19,53530000,53540000,39.5
chr14,122450000,122460000,chr14,122460000,122470000,39.5
chr13,51860000,51870000,chr13,51870000,51880000,39.5
chr5,106110000,106120000,chr5,106120000,106130000,39.0
chr5,122670000,122680000,chr5,122680000,122690000,39.0
chr12,102120000,102130000,chr12,102140000,102150000,39.0
chr15,72960000,72970000,chr15,72970000,72980000,38.5
chr10,117520000,117530000,chr10,117530000,117540000,38.5
chr12,81210000,81220000,chr12,81230000,81240000,38.0
chr15,11930000,11940000,chr15,11940000,11950000,38.0
chr3,106250000,106260000,chr3,106280000,106290000,38.0
chr6,113610000,113620000,chr6,113620000,113630000,37.5
chr12,52960000,52970000,chr12,52970000,52980000,37.5
chr14,41750000,41760000,chr14,41760000,41770000,37.5
chr11,31900000,31910000,chr11,31910000,31920000,37.0
chr1,88240000,88250000,chr1,88250000,88260000,36.5
chr11,98800000,98810000,chr11,98820000,98830000,36.5
chr10,12580000,12590000,chr10,12590000,12600000,36.0
chr11,69560000,69570000,chr11,69570000,69580000,36.0
chr16,35760000,35770000,chr16,35770000,35780000,36.0
chr9,65040000,65050000,chr9,65050000,65060000,35.5
chr6,50330000,50340000,chr6,50340000,50350000,35.5
chr15,6520000,6530000,chr15,6550000,6560000,35.5
chr2,117140000,117150000,chr2,117150000,117160000,35.5
chr5,77560000,77570000,chr5,77570000,77580000,35.5
chr17,84510000,84520000,chr17,84580000,84590000,35.0
chr11,86390000,86400000,chr11,86410000,86420000,35.0
chr4,8720000,8730000,chr4,8730000,8740000,35.0
chr3,60290000,60300000,chr3,60300000,60310000,34.5
chr6,134840000,134850000,chr6,134860000,134870000,34.5
chr15,81290000,81300000,chr15,81410000,81420000,34.5
chr6,29780000,29790000,chr6,29800000,29810000,34.0
chr11,4130000,4140000,chr11,4140000,4150000,34.0
chr2,102710000,102720000,chr2,102720000,102730000,34.0
chr9,44380000,44390000,chr9,44390000,44400000,33.5
chr11,115340000,115350000,chr11,115350000,115360000,33.5
chr16,43660000,43670000,chr16,43700000,43710000,33.0
chr5,86500000,86510000,chr5,86510000,86520000,33.0
chr2,118850000,118860000,chr2,118860000,118870000,33.0
chr1,53830000,53840000,chr1,53840000,53850000,33.0
chr14,54850000,54860000,chr14,54870000,54880000,33.0
chr19,11590000,11600000,chr19,11600000,11610000,33.0
chr3,51350000,51360000,chr3,51360000,51370000,33.0
chr10,18830000,18840000,chr10,18840000,18850000,32.5
chr8,26700000,26710000,chr8,26730000,26740000,32.5
chr17,66460000,66470000,chr17,66470000,66480000,32.0
chr9,32450000,32460000,chr9,32460000,32470000,32.0
chr8,26380000,26390000,chr8,26730000,26740000,32.0
chr10,19210000,19220000,chr10,19310000,19320000,32.0
chr12,102130000,102140000,chr12,102140000,102150000,31.5
chr7,82710000,82720000,chr7,82750000,82760000,31.5
chr10,18780000,18790000,chr10,18840000,18850000,31.5
chr1,108490000,108500000,chr1,108510000,108520000,31.5
chr8,74790000,74800000,chr8,74800000,74810000,31.5
chr17,26640000,26650000,chr17,26680000,26690000,31.0
chr1,140030000,140040000,chr1,140050000,140060000,31.0
chr5,147590000,147600000,chr5,147600000,147610000,31.0
chr10,19220000,19230000,chr10,19310000,19320000,31.0
chr3,103590000,103600000,chr3,103600000,103610000,31.0
chr9,66730000,66740000,chr9,66740000,66750000,31.0
chr19,29490000,29500000,chr19,29520000,29530000,31.0
chr7,132630000,132640000,chr7,132730000,132740000,31.0
chr19,5810000,5820000,chr19,5840000,5850000,31.0
chr19,4180000,4190000,chr19,4190000,4200000,30.5
chr8,14980000,14990000,chr8,15010000,15020000,30.5
chr11,87240000,87250000,chr11,87250000,87260000,30.5
chr11,96300000,96310000,chr11,96310000,96320000,30.5
chr11,68880000,68890000,chr11,68900000,68910000,30.5
chr9,114390000,114400000,chr9,114400000,114410000,30.5
chr13,51860000,51870000,chr13,51890000,51900000,30.0
chr4,107990000,108000000,chr4,108000000,108010000,30.0
chr8,26700000,26710000,chr8,26720000,26730000,30.0
chr18,63850000,63860000,chr18,63860000,63870000,29.5
chr4,149910000,149920000,chr4,149940000,149950000,29.5
chr7,134320000,134330000,chr7,134330000,134340000,29.5
chr4,132070000,132080000,chr4,132080000,132090000,29.5
chr5,112700000,112710000,chr5,112720000,112730000,29.5
chr2,127140000,127150000,chr2,127160000,127170000,29.5
chr13,113210000,113220000,chr13,113230000,113240000,29.5
chr10,42610000,42620000,chr10,42620000,42630000,29.0
chr19,29490000,29500000,chr19,29500000,29510000,29.0
chr16,91460000,91470000,chr16,91470000,91480000,29.0
chr16,91440000,91450000,chr16,91480000,91490000,29.0
chr6,129230000,129240000,chr6,129250000,129260000,29.0
chr9,114320000,114330000,chr9,114330000,114340000,28.5
chr4,8840000,8850000,chr4,8850000,8860000,28.5
chr5,63140000,63150000,chr5,63150000,63160000,28.0
chr17,36150000,36160000,chr17,36160000,36170000,28.0
chr2,156940000,156950000,chr2,156960000,156970000,28.0
chr1,130490000,130500000,chr1,130500000,130510000,28.0
chr6,70770000,70780000,chr6,70820000,70830000,28.0
chr11,46150000,46160000,chr11,46170000,46180000,28.0
chr14,56500000,56510000,chr14,56510000,56520000,27.5
chr11,48600000,48610000,chr11,48610000,48620000,27.5
chr16,91440000,91450000,chr16,91470000,91480000,27.5
chr3,87640000,87650000,chr3,87650000,87660000,27.5
chr17,84540000,84550000,chr17,84580000,84590000,27.0
chr7,82800000,82810000,chr7,82840000,82850000,27.0
chr8,86260000,86270000,chr8,86270000,86280000,27.0
chr6,31140000,31150000,chr6,31160000,31170000,27.0
chr4,32430000,32440000,chr4,32450000,32460000,27.0
chr9,96250000,96260000,chr9,96260000,96270000,27.0
chr7,108690000,108700000,chr7,108720000,108730000,27.0
chr3,89670000,89680000,chr3,89700000,89710000,26.5
chr4,32220000,32230000,chr4,32230000,32240000,26.5
chr7,135060000,135070000,chr7,135070000,135080000,26.5
chr1,135950000,135960000,chr1,135990000,136000000,26.5
chr2,69610000,69620000,chr2,69620000,69630000,26.5
chr3,51430000,51440000,chr3,51440000,51450000,26.5
chr6,129130000,129140000,chr6,129170000,129180000,26.5
chr10,12760000,12770000,chr10,12770000,12780000,26.5
chr18,56600000,56610000,chr18,56620000,56630000,26.5
chr11,11620000,11630000,chr11,11630000,11640000,26.0
chr10,90610000,90620000,chr10,90620000,90630000,26.0
chr2,24790000,24800000,chr2,24800000,24810000,26.0
chr2,172840000,172850000,chr2,172850000,172860000,26.0
chr4,154930000,154940000,chr4,154940000,154950000,26.0
chr7,82920000,82930000,chr7,82930000,82940000,26.0
chr8,114090000,114100000,chr8,114100000,114110000,26.0
chr19,11430000,11440000,chr19,11510000,11520000,26.0
chr11,52080000,52090000,chr11,52120000,52130000,25.5
chr10,116350000,116360000,chr10,116360000,116370000,25.5
chr14,122350000,122360000,chr14,122390000,122400000,25.5
chr11,21080000,21090000,chr11,21120000,21130000,25.5
chr15,66620000,66630000,chr15,66680000,66690000,25.5
chr3,115370000,115380000,chr3,115410000,115420000,25.5
chr1,60930000,60940000,chr1,60970000,60980000,25.5
chr10,93000000,93010000,chr10,93010000,93020000,25.0
chr4,40780000,40790000,chr4,40800000,40810000,25.0
chr13,43860000,43870000,chr13,43880000,43890000,25.0
chr6,54800000,54810000,chr6,54810000,54820000,25.0
chr6,31100000,31110000,chr6,31120000,31130000,24.5
chr3,68770000,68780000,chr3,68780000,68790000,24.5
chr16,76350000,76360000,chr16,76370000,76380000,24.5
chr12,104650000,104660000,chr12,104660000,104670000,24.5
chr8,84080000,84090000,chr8,84130000,84140000,24.5
chr11,46180000,46190000,chr11,46200000,46210000,24.5
chr5,97340000,97350000,chr5,97420000,97430000,24.5
chr17,36130000,36140000,chr17,36160000,36170000,24.5
chr6,50320000,50330000,chr6,50340000,50350000,24.0
chr9,61780000,61790000,chr9,61790000,61800000,24.0
chr7,19880000,19890000,chr7,19890000,19900000,24.0
chr9,72890000,72900000,chr9,72930000,72940000,24.0
chr9,32420000,32430000,chr9,32430000,32440000,24.0
chr11,32430000,32440000,chr11,32440000,32450000,24.0
chr6,48640000,48650000,chr6,48660000,48670000,23.5
chr7,16870000,16880000,chr7,16890000,16900000,23.5
chr13,23620000,23630000,chr13,23630000,23640000,23.5
chr6,99210000,99220000,chr6,99220000,99230000,23.5
chr10,120910000,120920000,chr10,120940000,120950000,23.5
chr15,74740000,74750000,chr15,74760000,74770000,23.5
chr9,114320000,114330000,chr9,114400000,114410000,23.5
chr5,112710000,112720000,chr5,112720000,112730000,23.5
chr15,72960000,72970000,chr15,72980000,72990000,23.0
chr10,12530000,12540000,chr10,12540000,12550000,23.0
chr11,101410000,101420000,chr11,101420000,101430000,23.0
chr15,50520000,50530000,chr15,50530000,50540000,23.0
chr10,19210000,19220000,chr10,19230000,19240000,23.0
chr7,80670000,80680000,chr7,80700000,80710000,23.0
chr1,130480000,130490000,chr1,130510000,130520000,23.0
chr17,26660000,26670000,chr17,26680000,26690000,23.0
chr3,21870000,21880000,chr3,21880000,21890000,23.0
chr12,86100000,86110000,chr12,86110000,86120000,23.0
chr13,24500000,24510000,chr13,24510000,24520000,23.0
chr16,35870000,35880000,chr16,35930000,35940000,23.0
chr1,60950000,60960000,chr1,60970000,60980000,22.5
chr11,68880000,68890000,chr11,68910000,68920000,22.5
chr6,149310000,149320000,chr6,149320000,149330000,22.5
chr10,126500000,126510000,chr10,126510000,126520000,22.5
chr19,11560000,11570000,chr19,11600000,11610000,22.5
chr15,27590000,27600000,chr15,27610000,27620000,22.5
chr12,111720000,111730000,chr12,111740000,111750000,22.5
chr5,65270000,65280000,chr5,65320000,65330000,22.5
chr12,45300000,45310000,chr12,45310000,45320000,22.0
chr15,97640000,97650000,chr15,97650000,97660000,22.0
chr8,122330000,122340000,chr8,122360000,122370000,22.0
chr3,21860000,21870000,chr3,21880000,21890000,22.0
chr5,46050000,46060000,chr5,46060000,46070000,22.0
chr11,46150000,46160000,chr11,46200000,46210000,22.0
chr2,104680000,104690000,chr2,104690000,104700000,22.0
chr15,72960000,72970000,chr15,73010000,73020000,22.0
chr13,5770000,5780000,chr13,5780000,5790000,22.0
chr9,32500000,32510000,chr9,32540000,32550000,22.0
chr3,52420000,52430000,chr3,52430000,52440000,22.0
chr14,52510000,52520000,chr14,52520000,52530000,22.0
chr9,32760000,32770000,chr9,32770000,32780000,21.5
chr3,115490000,115500000,chr3,115510000,115520000,21.5
chr9,22270000,22280000,chr9,22280000,22290000,21.5
chr16,55940000,55950000,chr16,55950000,55960000,21.5
chr5,73140000,73150000,chr5,73150000,73160000,21.5
chr12,26740000,26750000,chr12,26750000,26760000,21.5
chr1,153850000,153860000,chr1,153860000,153870000,21.5
chr2,120790000,120800000,chr2,120800000,120810000,21.0
chr10,40020000,40030000,chr10,40060000,40070000,21.0
chr9,69140000,69150000,chr9,69160000,69170000,21.0
chr6,31130000,31140000,chr6,31150000,31160000,21.0
chr13,113180000,113190000,chr13,113200000,113210000,21.0
chr6,54790000,54800000,chr6,54810000,54820000,21.0
chr2,167450000,167460000,chr2,167460000,167470000,21.0
chr6,48750000,48760000,chr6,48760000,48770000,21.0
chr1,140030000,140040000,chr1,140080000,140090000,21.0
chr6,149130000,149140000,chr6,149140000,149150000,21.0
chr6,108500000,108510000,chr6,108610000,108620000,21.0
chr14,41750000,41760000,chr14,41780000,41790000,21.0
chr18,35090000,35100000,chr18,35110000,35120000,21.0
chr4,46580000,46590000,chr4,46590000,46600000,21.0
chr8,131040000,131050000,chr8,131070000,131080000,20.5
chr14,122330000,122340000,chr14,122360000,122370000,20.5
chr9,66830000,66840000,chr9,66840000,66850000,20.5
chr10,75220000,75230000,chr10,75230000,75240000,20.5
chr9,116270000,116280000,chr9,116290000,116300000,20.5
chr1,130490000,130500000,chr1,130510000,130520000,20.5
chr5,123490000,123500000,chr5,123500000,123510000,20.5
chr15,66620000,66630000,chr15,66650000,66660000,20.5
chr3,115670000,115680000,chr3,115680000,115690000,20.5
chr4,6890000,6900000,chr4,6910000,6920000,20.5
chr11,98340000,98350000,chr11,98410000,98420000,20.5
chr14,52860000,52870000,chr14,52870000,52880000,20.5
chr13,51860000,51870000,chr13,51900000,51910000,20.5
chr4,135610000,135620000,chr4,135620000,135630000,20.0
chr11,48600000,48610000,chr11,48670000,48680000,20.0
chr7,132630000,132640000,chr7,132700000,132710000,20.0
chr9,114360000,114370000,chr9,114400000,114410000,20.0
chr9,72890000,72900000,chr9,72910000,72920000,20.0
chr6,99000000,99010000,chr6,99040000,99050000,19.5
chr13,23650000,23660000,chr13,23660000,23670000,19.5
chr17,36130000,36140000,chr17,36170000,36180000,19.5
chr7,29570000,29580000,chr7,29590000,29600000,19.5
chr3,19150000,19160000,chr3,19210000,19220000,19.5
chr10,79480000,79490000,chr10,79500000,79510000,19.5
chr6,98940000,98950000,chr6,98960000,98970000,19.5
chr5,138590000,138600000,chr5,138600000,138610000,19.5
chr9,123840000,123850000,chr9,123980000,123990000,19.5
chr14,41740000,41750000,chr14,41760000,41770000,19.5
chr5,123390000,123400000,chr5,123410000,123420000,19.5
chr2,24790000,24800000,chr2,24830000,24840000,19.5
chr10,12530000,12540000,chr10,12560000,12570000,19.5
chr11,21000000,21010000,chr11,21070000,21080000,19.5
chr4,131590000,131600000,chr4,131630000,131640000,19.5
chr1,95930000,95940000,chr1,95950000,95960000,19.0
chr15,27590000,27600000,chr15,27750000,27760000,19.0
chr11,32430000,32440000,chr11,32480000,32490000,19.0
chr11,34580000,34590000,chr11,34600000,34610000,19.0
chr10,98340000,98350000,chr10,98370000,98380000,19.0
chr6,127360000,127370000,chr6,127370000,127380000,19.0
chr17,23730000,23740000,chr17,23750000,23760000,19.0
chr7,52960000,52970000,chr7,52970000,52980000,19.0
chr4,62010000,62020000,chr4,62020000,62030000,19.0
chr11,70310000,70320000,chr11,70320000,70330000,19.0
chr13,23620000,23630000,chr13,23640000,23650000,19.0
chr10,96070000,96080000,chr10,96090000,96100000,19.0
chr6,31070000,31080000,chr6,31120000,31130000,19.0
chr7,19810000,19820000,chr7,19820000,19830000,18.5
chr19,41980000,41990000,chr19,42000000,42010000,18.5
chr11,116230000,116240000,chr11,116260000,116270000,18.5
chr3,60270000,60280000,chr3,60300000,60310000,18.5
chr19,4210000,4220000,chr19,4220000,4230000,18.5
chr1,130480000,130490000,chr1,130500000,130510000,18.5
chr2,117130000,117140000,chr2,117150000,117160000,18.5
chr9,119930000,119940000,chr9,119980000,119990000,18.5
chr9,114340000,114350000,chr9,114400000,114410000,18.5
chr17,29560000,29570000,chr17,29610000,29620000,18.5
chr9,116240000,116250000,chr9,116250000,116260000,18.0
chr15,72990000,73000000,chr15,73010000,73020000,18.0
chr19,32240000,32250000,chr19,32250000,32260000,18.0
chr18,70680000,70690000,chr18,70720000,70730000,18.0
chr3,95320000,95330000,chr3,95340000,95350000,18.0
chr3,103190000,103200000,chr3,103200000,103210000,18.0
chr16,23220000,23230000,chr16,23270000,23280000,18.0
chr1,129130000,129140000,chr1,129190000,129200000,18.0
chr17,35320000,35330000,chr17,35370000,35380000,18.0
chr4,19850000,19860000,chr4,19870000,19880000,18.0
chr19,9050000,9060000,chr19,9070000,9080000,18.0
chr1,36310000,36320000,chr1,36330000,36340000,18.0
chr17,34740000,34750000,chr17,34750000,34760000,18.0
chr3,35620000,35630000,chr3,35640000,35650000,18.0
chr15,27570000,27580000,chr15,27580000,27590000,17.5
chr14,32200000,32210000,chr14,32240000,32250000,17.5
chr8,84220000,84230000,chr8,84280000,84290000,17.5
chr7,26400000,26410000,chr7,26440000,26450000,17.5
chr17,24590000,24600000,chr17,24600000,24610000,17.5
chr11,87230000,87240000,chr11,87250000,87260000,17.5
chr2,172210000,172220000,chr2,172220000,172230000,17.5
chr9,56260000,56270000,chr9,56310000,56320000,17.5
chr11,103030000,103040000,chr11,103120000,103130000,17.5
chr9,56780000,56790000,chr9,56920000,56930000,17.5
chr19,11550000,11560000,chr19,11600000,11610000,17.5
chr17,31200000,31210000,chr17,31210000,31220000,17.5
chr19,12870000,12880000,chr19,12890000,12900000,17.5
chr19,9990000,10000000,chr19,10010000,10020000,17.5
chr3,93350000,93360000,chr3,93400000,93410000,17.5
chr1,146150000,146160000,chr1,146170000,146180000,17.5
chr18,33130000,33140000,chr18,33150000,33160000,17.5
chr4,123250000,123260000,chr4,123260000,123270000,17.5
chr1,163690000,163700000,chr1,163710000,163720000,17.0
chr12,88140000,88150000,chr12,88150000,88160000,17.0
chr19,8790000,8800000,chr19,8810000,8820000,17.0
chr19,40660000,40670000,chr19,40680000,40690000,17.0
chr7,19880000,19890000,chr7,19910000,19920000,17.0
chr7,139920000,139930000,chr7,139950000,139960000,17.0
chr7,13540000,13550000,chr7,13560000,13570000,17.0
chr7,150810000,150820000,chr7,150820000,150830000,17.0
chr2,172840000,172850000,chr2,172910000,172920000,17.0
chr15,6520000,6530000,chr15,6570000,6580000,17.0
chr7,52820000,52830000,chr7,52840000,52850000,17.0
chr7,125250000,125260000,chr7,125270000,125280000,17.0
chr9,64650000,64660000,chr9,64670000,64680000,17.0
chr7,31930000,31940000,chr7,31950000,31960000,17.0
chr14,28190000,28200000,chr14,28220000,28230000,17.0
chr1,108040000,108050000,chr1,108060000,108070000,17.0
chr3,94750000,94760000,chr3,94770000,94780000,16.5
chr11,97800000,97810000,chr11,97860000,97870000,16.5
chr13,41690000,41700000,chr13,41700000,41710000,16.5
chr1,88300000,88310000,chr1,88310000,88320000,16.5
chr14,73720000,73730000,chr14,73730000,73740000,16.5
chr11,69080000,69090000,chr11,69200000,69210000,16.5
chr13,24690000,24700000,chr13,24710000,24720000,16.5
chr14,54840000,54850000,chr14,54870000,54880000,16.5
chr11,4130000,4140000,chr11,4150000,4160000,16.5
chr19,53380000,53390000,chr19,53400000,53410000,16.5
chr2,28950000,28960000,chr2,28980000,28990000,16.5
chr17,47640000,47650000,chr17,47740000,47750000,16.5
chr19,29440000,29450000,chr19,29520000,29530000,16.5
chr10,12580000,12590000,chr10,12600000,12610000,16.5
chr5,151460000,151470000,chr5,151470000,151480000,16.5
chr8,129110000,129120000,chr8,129180000,129190000,16.5
chr12,36740000,36750000,chr12,36760000,36770000,16.5
chr14,122330000,122340000,chr14,122460000,122470000,16.5
chr4,19920000,19930000,chr4,19930000,19940000,16.5
chr19,53980000,53990000,chr19,54010000,54020000,16.5
chr10,18730000,18740000,chr10,18790000,18800000,16.5
chr19,11430000,11440000,chr19,11460000,11470000,16.0
chr10,18730000,18740000,chr10,18840000,18850000,16.0
chr17,84510000,84520000,chr17,84560000,84570000,16.0
chr11,52080000,52090000,chr11,52110000,52120000,16.0
chr6,48630000,48640000,chr6,48660000,48670000,16.0
chr5,33970000,33980000,chr5,34000000,34010000,16.0
chr5,73620000,73630000,chr5,73640000,73650000,16.0
chr2,139860000,139870000,chr2,139890000,139900000,16.0
chr7,80690000,80700000,chr7,80720000,80730000,16.0
chr8,84220000,84230000,chr8,84300000,84310000,16.0
chr14,28180000,28190000,chr14,28220000,28230000,16.0
chr4,15200000,15210000,chr4,15220000,15230000,16.0
chr1,140070000,140080000,chr1,140190000,140200000,16.0
chr17,50600000,50610000,chr17,50620000,50630000,16.0
chr8,74790000,74800000,chr8,74870000,74880000,16.0
chr6,31130000,31140000,chr6,31160000,31170000,16.0
chr10,19220000,19230000,chr10,19230000,19240000,16.0
chr10,127070000,127080000,chr10,127110000,127120000,16.0
chr19,11430000,11440000,chr19,11600000,11610000,16.0
chr16,76330000,76340000,chr16,76370000,76380000,16.0
chr19,11430000,11440000,chr19,11480000,11490000,16.0
chr12,76760000,76770000,chr12,76770000,76780000,16.0
chr10,96080000,96090000,chr10,96150000,96160000,15.5
chr11,106350000,106360000,chr11,106360000,106370000,15.5
chr1,60210000,60220000,chr1,60230000,60240000,15.5
chr10,79480000,79490000,chr10,79510000,79520000,15.5
chr9,61760000,61770000,chr9,61790000,61800000,15.5
chr11,98370000,98380000,chr11,98410000,98420000,15.5
chr18,70690000,70700000,chr18,70720000,70730000,15.5
chr3,103660000,103670000,chr3,103710000,103720000,15.5
chr13,45460000,45470000,chr13,45480000,45490000,15.5
chr14,101870000,101880000,chr14,101900000,101910000,15.5
chr8,114080000,114090000,chr8,114100000,114110000,15.5
chr11,21000000,21010000,chr11,21120000,21130000,15.5
chr14,122330000,122340000,chr14,122390000,122400000,15.5
chr1,164480000,164490000,chr1,164500000,164510000,15.0
chr1,164470000,164480000,chr1,164500000,164510000,15.0
chr18,70680000,70690000,chr18,70800000,70810000,15.0
chr11,46180000,46190000,chr11,46210000,46220000,15.0
chr16,33740000,33750000,chr16,33750000,33760000,15.0
chr7,80660000,80670000,chr7,80680000,80690000,15.0
chr6,83720000,83730000,chr6,83740000,83750000,15.0
