ChrA,StartA,EndA,ChrB,StartB,EndB,Ncontact
chr14,121930000,121940000,chr14,122000000,122010000,5.5
chr14,73320000,73330000,chr14,73330000,73340000,5.5
chr4,11150000,11160000,chr4,11160000,11170000,5.5
chr13,55430000,55440000,chr13,55440000,55450000,5.5
chr6,48690000,48700000,chr6,48730000,48740000,5.5
chr6,48700000,48710000,chr6,48730000,48740000,5.5
chr8,123030000,123040000,chr8,123040000,123050000,5.5
chr3,115800000,115810000,chr3,115810000,115820000,5.5
chr19,11490000,11500000,chr19,11500000,11510000,5.5
chr19,53420000,53430000,chr19,53430000,53440000,5.5
chr17,26530000,26540000,chr17,26550000,26560000,5.5
chr8,88690000,88700000,chr8,88700000,88710000,5.0
chr3,131140000,131150000,chr3,131160000,131170000,5.0
chr4,155560000,155570000,chr4,155570000,155580000,5.0
chr7,19300000,19310000,chr7,19320000,19330000,5.0
chr5,113820000,113830000,chr5,113830000,113840000,5.0
chr8,84970000,84980000,chr8,84990000,85000000,5.0
chr8,72260000,72270000,chr8,72360000,72370000,5.0
chr5,147060000,147070000,chr5,147070000,147080000,5.0
chr6,29830000,29840000,chr6,29850000,29860000,5.0
chr8,70880000,70890000,chr8,70890000,70900000,5.0
chr6,48720000,48730000,chr6,48730000,48740000,5.0
chr8,25600000,25610000,chr8,25620000,25630000,5.0
chr5,146780000,146790000,chr5,146790000,146800000,5.0
chr10,19000000,19010000,chr10,19010000,19020000,5.0
chr8,126580000,126590000,chr8,126660000,126670000,5.0
chr11,48780000,48790000,chr11,48850000,48860000,5.0
chr14,51890000,51900000,chr14,51900000,51910000,5.0
chr15,81460000,81470000,chr15,81580000,81590000,5.0
chr16,33740000,33750000,chr16,33750000,33760000,5.0
chr13,112390000,112400000,chr13,112420000,112430000,5.0
chr13,101700000,101710000,chr13,101710000,101720000,5.0
chr13,51760000,51770000,chr13,51780000,51790000,5.0
chr12,86040000,86050000,chr12,86050000,86060000,5.0
chr11,98490000,98500000,chr11,98510000,98520000,5.0
chr11,96440000,96450000,chr11,96450000,96460000,5.0
chr17,47430000,47440000,chr17,47440000,47450000,5.0
chr11,52260000,52270000,chr11,52270000,52280000,5.0
chr1,53790000,53800000,chr1,53820000,53830000,5.0
chr15,27640000,27650000,chr15,27650000,27660000,5.0
chr19,5810000,5820000,chr19,5840000,5850000,5.0
chr9,65190000,65200000,chr9,65210000,65220000,5.0
chr9,114440000,114450000,chr9,114450000,114460000,5.0
chr19,8710000,8720000,chr19,8720000,8730000,5.0
chr11,6680000,6690000,chr11,6700000,6710000,5.0
chr11,4230000,4240000,chr11,4240000,4250000,5.0
chr10,19060000,19070000,chr10,19070000,19080000,5.0
chr1,53770000,53780000,chr1,53780000,53790000,5.0
chr10,19580000,19590000,chr10,19590000,19600000,5.0
chr19,8980000,8990000,chr19,8990000,9000000,4.5
chr19,11370000,11380000,chr19,11380000,11390000,4.5
chr3,115800000,115810000,chr3,115930000,115940000,4.5
chr5,96970000,96980000,chr5,96980000,96990000,4.5
chr5,105680000,105690000,chr5,105690000,105700000,4.5
chr16,43690000,43700000,chr16,43700000,43710000,4.5
chr17,34600000,34610000,chr17,34610000,34620000,4.5
chr4,150540000,150550000,chr4,150550000,150560000,4.5
chr5,122980000,122990000,chr5,122990000,123000000,4.5
chr4,132030000,132040000,chr4,132040000,132050000,4.5
chr12,86800000,86810000,chr12,86810000,86820000,4.5
chr15,9520000,9530000,chr15,9530000,9540000,4.5
chr14,27400000,27410000,chr14,27410000,27420000,4.5
chr10,12860000,12870000,chr10,12870000,12880000,4.5
chr8,81770000,81780000,chr8,81780000,81790000,4.5
chr8,81490000,81500000,chr8,81700000,81710000,4.5
chr11,11720000,11730000,chr11,11730000,11740000,4.5
chr11,32530000,32540000,chr11,32540000,32550000,4.5
chr11,46340000,46350000,chr11,46360000,46370000,4.5
chr7,27470000,27480000,chr7,27480000,27490000,4.5
chr11,52260000,52270000,chr11,52290000,52300000,4.5
chr6,129180000,129190000,chr6,129210000,129220000,4.5
chr6,113650000,113660000,chr6,113660000,113670000,4.5
chr11,98940000,98950000,chr11,98950000,98960000,4.5
chr11,117780000,117790000,chr11,117820000,117830000,4.5
chr12,84970000,84980000,chr12,84990000,85000000,4.5
chr9,50460000,50470000,chr9,50470000,50480000,4.5
chr14,24480000,24490000,chr14,24490000,24500000,4.5
chr1,34850000,34860000,chr1,34860000,34870000,4.5
chr9,44530000,44540000,chr9,44540000,44550000,4.5
chr1,138140000,138150000,chr1,138160000,138170000,4.5
chr1,138130000,138140000,chr1,138140000,138150000,4.5
chr2,11640000,11650000,chr2,11650000,11660000,4.5
chr2,69770000,69780000,chr2,69780000,69790000,4.5
chr2,157110000,157120000,chr2,157130000,157140000,4.5
chr6,134890000,134900000,chr6,134910000,134920000,4.0
chr9,32690000,32700000,chr9,32730000,32740000,4.0
chr8,25590000,25600000,chr8,25600000,25610000,4.0
chr9,32610000,32620000,chr9,32620000,32630000,4.0
chr7,12960000,12970000,chr7,12970000,12980000,4.0
chr7,28790000,28800000,chr7,28800000,28810000,4.0
chr9,32720000,32730000,chr9,32730000,32740000,4.0
chr9,32490000,32500000,chr9,32500000,32510000,4.0
chr13,112420000,112430000,chr13,112440000,112450000,4.0
chr5,62750000,62760000,chr5,62760000,62770000,4.0
chr3,131150000,131160000,chr3,131160000,131170000,4.0
chr11,46300000,46310000,chr11,46310000,46320000,4.0
chr2,157120000,157130000,chr2,157130000,157140000,4.0
chr4,46570000,46580000,chr4,46580000,46590000,4.0
chr1,127240000,127250000,chr1,127290000,127300000,4.0
chr13,23530000,23540000,chr13,23550000,23560000,4.0
chr7,73520000,73530000,chr7,73530000,73540000,4.0
chr4,136060000,136070000,chr4,136070000,136080000,4.0
chr4,135950000,135960000,chr4,135960000,135970000,4.0
chr8,81700000,81710000,chr8,81760000,81770000,4.0
chr7,73550000,73560000,chr7,73580000,73590000,4.0
chr8,81490000,81500000,chr8,81810000,81820000,4.0
chr7,75480000,75490000,chr7,75530000,75540000,4.0
chr7,75570000,75580000,chr7,75600000,75610000,4.0
chr12,103330000,103340000,chr12,103340000,103350000,4.0
chr12,84220000,84230000,chr12,84240000,84250000,4.0
chr1,53790000,53800000,chr1,53840000,53850000,4.0
chr18,34850000,34860000,chr18,34860000,34870000,4.0
chr13,42040000,42050000,chr13,42050000,42060000,4.0
chr11,46370000,46380000,chr11,46390000,46400000,4.0
chr11,116370000,116380000,chr11,116400000,116410000,4.0
chr5,150660000,150670000,chr5,150670000,150680000,4.0
chr3,21970000,21980000,chr3,21980000,21990000,4.0
chr10,93160000,93170000,chr10,93170000,93180000,4.0
chr19,32170000,32180000,chr19,32180000,32190000,4.0
chr6,99370000,99380000,chr6,99380000,99390000,4.0
chr15,27660000,27670000,chr15,27730000,27740000,4.0
chr14,66190000,66200000,chr14,66280000,66290000,4.0
chr6,48690000,48700000,chr6,48720000,48730000,4.0
chr11,4180000,4190000,chr11,4200000,4210000,4.0
chr9,64810000,64820000,chr9,64820000,64830000,4.0
chr2,119020000,119030000,chr2,119030000,119040000,4.0
chr1,138170000,138180000,chr1,138190000,138200000,4.0
chr14,54220000,54230000,chr14,54230000,54240000,4.0
chr19,11480000,11490000,chr19,11490000,11500000,4.0
chr14,54210000,54220000,chr14,54220000,54230000,4.0
chr7,118110000,118120000,chr7,118120000,118130000,3.5
chr15,66780000,66790000,chr15,66800000,66810000,3.5
chr11,118230000,118240000,chr11,118240000,118250000,3.5
chr1,60900000,60910000,chr1,60910000,60920000,3.5
chr13,5840000,5850000,chr13,5860000,5870000,3.5
chr15,27660000,27670000,chr15,27680000,27690000,3.5
chr5,138150000,138160000,chr5,138170000,138180000,3.5
chr1,53800000,53810000,chr1,53840000,53850000,3.5
chr4,101180000,101190000,chr4,101290000,101300000,3.5
chr12,110480000,110490000,chr12,110500000,110510000,3.5
chr15,60110000,60120000,chr15,60130000,60140000,3.5
chr17,56180000,56190000,chr17,56190000,56200000,3.5
chr17,50470000,50480000,chr17,50520000,50530000,3.5
chr7,127920000,127930000,chr7,127930000,127940000,3.5
chr15,97810000,97820000,chr15,97820000,97830000,3.5
chr6,70820000,70830000,chr6,70840000,70850000,3.5
chr16,35870000,35880000,chr16,35930000,35940000,3.5
chr15,5100000,5110000,chr15,5110000,5120000,3.5
chr14,122050000,122060000,chr14,122060000,122070000,3.5
chr16,46010000,46020000,chr16,46020000,46030000,3.5
chr14,40940000,40950000,chr14,40960000,40970000,3.5
chr5,105110000,105120000,chr5,105140000,105150000,3.5
chr2,152770000,152780000,chr2,152820000,152830000,3.5
chr6,136540000,136550000,chr6,136550000,136560000,3.5
chr14,31390000,31400000,chr14,31430000,31440000,3.5
chr6,149140000,149150000,chr6,149370000,149380000,3.5
chr5,64800000,64810000,chr5,64810000,64820000,3.5
chr6,113660000,113670000,chr6,113680000,113690000,3.5
chr5,64770000,64780000,chr5,64800000,64810000,3.5
chr6,99400000,99410000,chr6,99420000,99430000,3.5
chr7,19300000,19310000,chr7,19310000,19320000,3.5
chr1,106600000,106610000,chr1,106610000,106620000,3.5
chr4,154930000,154940000,chr4,154940000,154950000,3.5
chr16,91460000,91470000,chr16,91480000,91490000,3.5
chr5,122220000,122230000,chr5,122230000,122240000,3.5
chr4,150550000,150560000,chr4,150560000,150570000,3.5
chr6,129210000,129220000,chr6,129230000,129240000,3.5
chr1,60930000,60940000,chr1,60940000,60950000,3.5
chr14,121930000,121940000,chr14,121940000,121950000,3.5
chr10,19500000,19510000,chr10,19510000,19520000,3.5
chr19,11350000,11360000,chr19,11500000,11510000,3.5
chr8,111570000,111580000,chr8,111580000,111590000,3.5
chr3,94950000,94960000,chr3,94970000,94980000,3.5
chr11,3320000,3330000,chr11,3330000,3340000,3.5
chr11,99130000,99140000,chr11,99150000,99160000,3.5
chr11,46340000,46350000,chr11,46390000,46400000,3.5
chr10,127640000,127650000,chr10,127660000,127670000,3.5
chr1,138170000,138180000,chr1,138290000,138300000,3.5
chr1,171960000,171970000,chr1,171970000,171980000,3.5
chr1,133030000,133040000,chr1,133040000,133050000,3.5
chr9,56320000,56330000,chr9,56410000,56420000,3.5
chr19,11480000,11490000,chr19,11500000,11510000,3.5
chr11,70500000,70510000,chr11,70510000,70520000,3.5
chr11,6690000,6700000,chr11,6700000,6710000,3.5
chr18,63690000,63700000,chr18,63700000,63710000,3.5
chr11,11690000,11700000,chr11,11730000,11740000,3.5
chr11,46420000,46430000,chr11,46430000,46440000,3.5
chr1,160040000,160050000,chr1,160050000,160060000,3.5
chr2,24900000,24910000,chr2,24910000,24920000,3.5
chr1,161750000,161760000,chr1,161760000,161770000,3.5
chr9,21280000,21290000,chr9,21290000,21300000,3.5
chr18,37900000,37910000,chr18,37960000,37970000,3.5
chr9,32610000,32620000,chr9,32630000,32640000,3.5
chr1,161760000,161770000,chr1,161780000,161790000,3.5
chr1,138130000,138140000,chr1,138290000,138300000,3.5
chr19,11350000,11360000,chr19,11410000,11420000,3.5
chr11,4820000,4830000,chr11,4840000,4850000,3.0
chr14,51890000,51900000,chr14,51910000,51920000,3.0
chr11,46300000,46310000,chr11,46380000,46390000,3.0
chr9,32700000,32710000,chr9,32920000,32930000,3.0
chr11,46270000,46280000,chr11,46430000,46440000,3.0
chr6,129180000,129190000,chr6,129220000,129230000,3.0
chr6,129240000,129250000,chr6,129280000,129290000,3.0
chr11,4230000,4240000,chr11,4250000,4260000,3.0
chr11,118140000,118150000,chr11,118220000,118230000,3.0
chr6,113660000,113670000,chr6,113670000,113680000,3.0
chr6,50380000,50390000,chr6,50390000,50400000,3.0
chr10,19010000,19020000,chr10,19060000,19070000,3.0
chr6,48680000,48690000,chr6,48730000,48740000,3.0
chr10,12810000,12820000,chr10,12870000,12880000,3.0
chr15,27660000,27670000,chr15,27710000,27720000,3.0
chr10,68190000,68200000,chr10,68270000,68280000,3.0
chr10,68270000,68280000,chr10,68280000,68290000,3.0
chr15,27640000,27650000,chr15,27710000,27720000,3.0
chr1,60890000,60900000,chr1,60940000,60950000,3.0
chr9,116170000,116180000,chr9,116180000,116190000,3.0
chr1,180250000,180260000,chr1,180360000,180370000,3.0
chr15,6590000,6600000,chr15,6620000,6630000,3.0
chr1,60900000,60910000,chr1,60940000,60950000,3.0
chr9,114410000,114420000,chr9,114490000,114500000,3.0
chr10,96610000,96620000,chr10,96620000,96630000,3.0
chr1,143800000,143810000,chr1,144000000,144010000,3.0
chr1,171220000,171230000,chr1,171240000,171250000,3.0
chr14,121950000,121960000,chr14,122060000,122070000,3.0
chr9,66880000,66890000,chr9,66890000,66900000,3.0
chr9,73040000,73050000,chr9,73090000,73100000,3.0
chr11,48780000,48790000,chr11,48800000,48810000,3.0
chr10,19570000,19580000,chr10,19590000,19600000,3.0
chr12,80800000,80810000,chr12,80810000,80820000,3.0
chr8,81490000,81500000,chr8,81610000,81620000,3.0
chr11,103170000,103180000,chr11,103260000,103270000,3.0
chr11,104380000,104390000,chr11,104420000,104430000,3.0
chr12,107120000,107130000,chr12,107140000,107150000,3.0
chr7,97740000,97750000,chr7,97750000,97760000,3.0
chr12,84760000,84770000,chr12,84770000,84780000,3.0
chr8,72270000,72280000,chr8,72350000,72360000,3.0
chr7,114300000,114310000,chr7,114310000,114320000,3.0
chr7,125480000,125490000,chr7,125490000,125500000,3.0
chr7,73550000,73560000,chr7,73600000,73610000,3.0
chr8,72260000,72270000,chr8,72270000,72280000,3.0
chr8,72160000,72170000,chr8,72210000,72220000,3.0
chr11,107440000,107450000,chr11,107450000,107460000,3.0
chr11,115480000,115490000,chr11,115490000,115500000,3.0
chr8,14980000,14990000,chr8,15010000,15020000,3.0
chr11,115480000,115490000,chr11,115510000,115520000,3.0
chr8,34140000,34150000,chr8,34150000,34160000,3.0
chr11,118220000,118230000,chr11,118240000,118250000,3.0
chr8,81490000,81500000,chr8,81760000,81770000,3.0
chr11,102230000,102240000,chr11,102240000,102250000,3.0
chr1,128600000,128610000,chr1,128610000,128620000,3.0
chr7,28780000,28790000,chr7,28820000,28830000,3.0
chr14,20680000,20690000,chr14,20690000,20700000,3.0
chr11,54800000,54810000,chr11,54830000,54840000,3.0
chr8,124240000,124250000,chr8,124260000,124270000,3.0
chr11,69060000,69070000,chr11,69090000,69100000,3.0
chr13,51760000,51770000,chr13,51790000,51800000,3.0
chr13,43760000,43770000,chr13,43770000,43780000,3.0
chr11,69060000,69070000,chr11,69110000,69120000,3.0
chr8,122910000,122920000,chr8,122990000,123000000,3.0
chr8,113620000,113630000,chr8,113630000,113640000,3.0
chr11,101550000,101560000,chr11,101560000,101570000,3.0
chr11,96770000,96780000,chr11,96820000,96830000,3.0
chr13,24640000,24650000,chr13,24680000,24690000,3.0
chr13,23530000,23540000,chr13,23570000,23580000,3.0
chr11,98480000,98490000,chr11,98510000,98520000,3.0
chr13,23530000,23540000,chr13,23540000,23550000,3.0
chr11,98780000,98790000,chr11,98800000,98810000,3.0
chr13,23510000,23520000,chr13,23530000,23540000,3.0
chr11,99170000,99180000,chr11,99180000,99190000,3.0
chr6,31190000,31200000,chr6,31210000,31220000,3.0
chr19,53440000,53450000,chr19,53460000,53470000,3.0
chr18,34930000,34940000,chr18,34950000,34960000,3.0
chr16,23220000,23230000,chr16,23270000,23280000,3.0
chr5,77130000,77140000,chr5,77140000,77150000,3.0
chr16,51670000,51680000,chr16,51690000,51700000,3.0
chr5,64880000,64890000,chr5,64930000,64940000,3.0
chr16,84700000,84710000,chr16,84710000,84720000,3.0
chr5,33620000,33630000,chr5,33650000,33660000,3.0
chr16,95810000,95820000,chr16,95860000,95870000,3.0
chr4,134920000,134930000,chr4,134930000,134940000,3.0
chr17,34910000,34920000,chr17,34930000,34940000,3.0
chr4,123570000,123580000,chr4,123580000,123590000,3.0
chr17,72930000,72940000,chr17,72990000,73000000,3.0
chr18,37750000,37760000,chr18,37880000,37890000,3.0
chr18,65310000,65320000,chr18,65320000,65330000,3.0
chr19,4110000,4120000,chr19,4120000,4130000,3.0
chr2,173010000,173020000,chr2,173020000,173030000,3.0
chr19,4180000,4190000,chr19,4190000,4200000,3.0
chr4,8910000,8920000,chr4,8920000,8930000,3.0
chr19,5960000,5970000,chr19,6120000,6130000,3.0
chr3,142490000,142500000,chr3,142550000,142560000,3.0
chr19,9910000,9920000,chr19,9930000,9940000,3.0
chr19,9910000,9920000,chr19,9980000,9990000,3.0
chr19,10730000,10740000,chr19,10760000,10770000,3.0
chr19,11350000,11360000,chr19,11380000,11390000,3.0
chr19,11360000,11370000,chr19,11370000,11380000,3.0
chr3,94440000,94450000,chr3,94450000,94460000,3.0
chr3,93550000,93560000,chr3,93590000,93600000,3.0
chr3,93540000,93550000,chr3,93600000,93610000,3.0
chr3,21960000,21970000,chr3,21980000,21990000,3.0
chr3,65920000,65930000,chr3,65970000,65980000,3.0
chr19,40580000,40590000,chr19,40640000,40650000,3.0
chr16,35760000,35770000,chr16,35770000,35780000,3.0
chr7,4850000,4860000,chr7,4860000,4870000,3.0
chr5,135950000,135960000,chr5,135960000,135970000,3.0
chr5,140630000,140640000,chr5,140640000,140650000,3.0
chr2,119590000,119600000,chr2,119610000,119620000,3.0
chr15,73130000,73140000,chr15,73180000,73190000,3.0
chr14,121930000,121940000,chr14,122060000,122070000,2.5
chr11,96970000,96980000,chr11,96990000,97000000,2.5
chr8,109690000,109700000,chr8,109700000,109710000,2.5
chr4,6970000,6980000,chr4,6990000,7000000,2.5
chr8,111560000,111570000,chr8,111590000,111600000,2.5
chr2,102860000,102870000,chr2,102950000,102960000,2.5
chr4,6880000,6890000,chr4,6900000,6910000,2.5
chr3,142610000,142620000,chr3,142620000,142630000,2.5
chr11,96440000,96450000,chr11,96460000,96470000,2.5
chr3,142490000,142500000,chr3,142620000,142630000,2.5
chr15,73160000,73170000,chr15,73180000,73190000,2.5
chr1,134050000,134060000,chr1,134090000,134100000,2.5
chr4,8790000,8800000,chr4,8800000,8810000,2.5
chr3,138410000,138420000,chr3,138440000,138450000,2.5
chr11,69070000,69080000,chr11,69090000,69100000,2.5
chr11,54950000,54960000,chr11,55130000,55140000,2.5
chr11,54800000,54810000,chr11,54860000,54870000,2.5
chr3,115800000,115810000,chr3,115970000,115980000,2.5
chr6,48680000,48690000,chr6,48720000,48730000,2.5
chr9,21360000,21370000,chr9,21420000,21430000,2.5
chr1,136610000,136620000,chr1,136670000,136680000,2.5
chr11,49980000,49990000,chr11,50020000,50030000,2.5
chr6,48680000,48690000,chr6,48710000,48720000,2.5
chr3,115670000,115680000,chr3,115710000,115720000,2.5
chr3,103880000,103890000,chr3,103910000,103920000,2.5
chr11,96970000,96980000,chr11,97040000,97050000,2.5
chr8,84970000,84980000,chr8,84980000,84990000,2.5
chr1,128780000,128790000,chr1,128820000,128830000,2.5
chr1,138130000,138140000,chr1,138160000,138170000,2.5
chr17,66110000,66120000,chr17,66120000,66130000,2.5
chr4,46500000,46510000,chr4,46530000,46540000,2.5
chr2,24930000,24940000,chr2,24970000,24980000,2.5
chr4,43900000,43910000,chr4,43950000,43960000,2.5
chr17,84140000,84150000,chr17,84160000,84170000,2.5
chr8,46680000,46690000,chr8,46730000,46740000,2.5
chr11,115480000,115490000,chr11,115530000,115540000,2.5
chr2,24930000,24940000,chr2,24940000,24950000,2.5
chr15,66780000,66790000,chr15,66820000,66830000,2.5
chr15,76350000,76360000,chr15,76380000,76390000,2.5
chr2,172390000,172400000,chr2,172400000,172410000,2.5
chr18,37900000,37910000,chr18,37950000,37960000,2.5
chr11,106680000,106690000,chr11,106750000,106760000,2.5
chr18,56440000,56450000,chr18,56460000,56470000,2.5
chr8,81480000,81490000,chr8,81610000,81620000,2.5
chr11,103130000,103140000,chr11,103160000,103170000,2.5
chr2,23040000,23050000,chr2,23060000,23070000,2.5
chr18,75420000,75430000,chr18,75440000,75450000,2.5
chr16,23170000,23180000,chr16,23270000,23280000,2.5
chr8,81500000,81510000,chr8,81700000,81710000,2.5
chr6,48700000,48710000,chr6,48720000,48730000,2.5
chr11,99190000,99200000,chr11,99200000,99210000,2.5
chr19,4180000,4190000,chr19,4220000,4230000,2.5
chr2,11650000,11660000,chr2,11680000,11690000,2.5
chr8,84900000,84910000,chr8,84910000,84920000,2.5
chr11,46340000,46350000,chr11,46380000,46390000,2.5
chr11,46300000,46310000,chr11,46430000,46440000,2.5
chr7,132730000,132740000,chr7,132760000,132770000,2.5
chr19,29410000,29420000,chr19,29430000,29440000,2.5
chr6,31180000,31190000,chr6,31210000,31220000,2.5
chr10,118080000,118090000,chr10,118100000,118110000,2.5
chr9,106820000,106830000,chr9,106880000,106890000,2.5
chr3,60470000,60480000,chr3,60500000,60510000,2.5
chr10,117910000,117920000,chr10,118100000,118110000,2.5
chr3,52610000,52620000,chr3,52630000,52640000,2.5
chr1,165660000,165670000,chr1,165710000,165720000,2.5
chr10,96370000,96380000,chr10,96620000,96630000,2.5
chr19,29360000,29370000,chr19,29450000,29460000,2.5
chr3,52260000,52270000,chr3,52840000,52850000,2.5
chr1,152000000,152010000,chr1,152010000,152020000,2.5
chr10,80740000,80750000,chr10,80790000,80800000,2.5
chr9,123260000,123270000,chr9,123360000,123370000,2.5
chr3,103780000,103790000,chr3,103800000,103810000,2.5
chr10,12800000,12810000,chr10,12870000,12880000,2.5
chr10,68230000,68240000,chr10,68270000,68280000,2.5
chr6,31180000,31190000,chr6,31200000,31210000,2.5
chr10,68100000,68110000,chr10,68130000,68140000,2.5
chr10,44440000,44450000,chr10,44450000,44460000,2.5
chr3,35720000,35730000,chr3,35740000,35750000,2.5
chr10,19010000,19020000,chr10,19070000,19080000,2.5
chr10,40420000,40430000,chr10,40440000,40450000,2.5
chr10,40250000,40260000,chr10,40440000,40450000,2.5
chr10,19110000,19120000,chr10,19120000,19130000,2.5
chr10,22290000,22300000,chr10,22300000,22310000,2.5
chr10,19490000,19500000,chr10,19690000,19700000,2.5
chr9,96350000,96360000,chr9,96360000,96370000,2.5
chr6,31110000,31120000,chr6,31170000,31180000,2.5
chr9,75430000,75440000,chr9,75440000,75450000,2.5
chr9,73040000,73050000,chr9,73070000,73080000,2.5
chr2,11200000,11210000,chr2,11250000,11260000,2.5
chr11,46300000,46310000,chr11,46360000,46370000,2.5
chr15,73130000,73140000,chr15,73140000,73150000,2.5
chr9,32700000,32710000,chr9,32930000,32940000,2.5
chr11,46270000,46280000,chr11,46310000,46320000,2.5
chr11,45790000,45800000,chr11,45850000,45860000,2.5
chr9,32800000,32810000,chr9,32920000,32930000,2.5
chr1,138130000,138140000,chr1,138190000,138200000,2.5
chr1,193240000,193250000,chr1,193260000,193270000,2.5
chr9,32930000,32940000,chr9,32940000,32950000,2.5
chr9,42030000,42040000,chr9,42260000,42270000,2.5
chr9,44020000,44030000,chr9,44030000,44040000,2.5
chr9,45110000,45120000,chr9,45130000,45140000,2.5
chr19,11430000,11440000,chr19,11530000,11540000,2.5
chr3,94950000,94960000,chr3,95010000,95020000,2.5
chr9,57860000,57870000,chr9,57910000,57920000,2.5
chr11,6410000,6420000,chr11,6440000,6450000,2.5
chr6,31190000,31200000,chr6,31220000,31230000,2.5
chr15,66780000,66790000,chr15,66850000,66860000,2.5
chr9,63710000,63720000,chr9,63720000,63730000,2.5
chr15,62160000,62170000,chr15,62170000,62180000,2.5
chr9,65190000,65200000,chr9,65200000,65210000,2.5
chr19,11480000,11490000,chr19,11520000,11530000,2.5
chr1,36260000,36270000,chr1,36300000,36310000,2.5
chr3,89870000,89880000,chr3,89900000,89910000,2.5
chr7,143620000,143630000,chr7,143630000,143640000,2.5
chr5,138150000,138160000,chr5,138160000,138170000,2.5
chr2,117310000,117320000,chr2,117340000,117350000,2.5
chr2,61490000,61500000,chr2,61570000,61580000,2.5
chr16,43660000,43670000,chr16,43690000,43700000,2.5
chr15,96640000,96650000,chr15,96700000,96710000,2.5
chr14,50780000,50790000,chr14,50800000,50810000,2.5
chr13,24610000,24620000,chr13,24680000,24690000,2.5
chr15,100060000,100070000,chr15,100120000,100130000,2.5
chr7,67210000,67220000,chr7,67640000,67650000,2.5
